#label	#1ID	#2ID	#english_sentence	#french_sentence
1	16	17	His mom put him in the Children Chorus at the University of Costa Rica , where he was already studying piano .	Il passe son enfance dans son pays natal , étudiant dans l' université de Grey High School ( en ) où il pratique déjà le rugby .
1	17	18	Persea americana , or the avocado , possibly originated in the Tehuacan Valley in the state of Puebla , Mexico , although fossil evidence suggests similar species were much more widespread millions of years ago .	La mise au jour à Tehuacán , dans la région mexicaine de Puebla , de metates datant du VIIe millénaire av. J.-C. permet de penser qu' on consommait peut-être déjà des tortillas à cette époque .
1	18	19	Thus , the church ' should stress only what all Christians hold in common and should suppress all divisive doctrines and practices ' .	Ce but étant un besoin de nos sociétés modernes qui centralisent tout et remplacent les familles chrétiennes par des masses d' individus " .
1	19	20	He talks about Jay Gatsby , the most hopeful man he had ever met .	Il côtoie notamment Giuseppe Meazza qui dira de lui Il fut le joueur le plus fantastique que j' aie eu l' occasion de voir .
1	20	21	Total attendance for the series was 14,260 , out of a possible 22,500 ( including standing room ) capacity at the Arena .	La capacité totale a été fixé à 25 144 places ( extensible à environ 34 000 sièges lors de manifestations extra-football ) .
1	21	22	This outlook needs to be seen within the historical context of 18th-century Scotland .	Il peut être intéressant de resituer ces réflexions dans le contexte historique de la Belgique à l' aube du XXe siècle .
1	22	23	The CPA head office is situated in The Building Centre , on Store Street in central London opposite the College of Law .	Le lycée Joffre est situé en centre-ville , près de la place de la Comédie , sur l' Esplanade , à côté du centre des congrès du Corum .
1	23	24	In 1926 , Drexel drove the Flying Scotsman train from London to Edinburgh .	Aussi , dans la première version , le train emprunté par les différents personnages est inspiré du Flying Scotsman , reliant Londres à Édimbourg .
1	24	25	In this capacity she also attends the Health and Wellbeing Board , Norfolk .	Il a également eu des missions de conseil pour le Agence norvégienne de la santé et des services sociaux , . ↑ .
1	25	26	After World War I , during which the community suffered aggravation , it was possible for the community to return to their homeland .	Après la Seconde Guerre mondiale , période pendant laquelle ses actions ont été suspendues , la société a repris ses activités .
1	26	27	It also includes the defense of one 's honor , family and rights and establishing justice in the whole environment .	Il rajoute son souhait de voir les États de la région bénéficier de la paix , la sécurité et la stabilité et il condamne le terrorisme sous toutes ses formes .
1	27	28	" Threads " original airing was 63 mins long ; the original DVD version is cut to the standard 44 mins .	Contient la version originale de " Tristana " : la version du DVD est raccourcie de 30 secondes après le générique .
1	28	29	Only up to five points matter as the resulting interval is { \ displaystyle } if the interval includes at least two extrema .	Les cinq arguments en faveur de la divisibilité de l' espace à l' infini sont les suivants : En admettant que la matière soit indivisible , cela signifie qu' on doit arriver , en divisant une petite étendue , à deux moitiés indivisibles qui se touchent .
1	29	30	Rabbi Yosef Qafiḥ was a member of the Chief Rabbinate Council of Israel and president of the Yemenite community in Jerusalem .	Mgr Algermissen est chevalier de l' ordre équestre du Saint-Sépulcre de Jérusalem et membre du conseil du Forum Deutscher Katholiken .
1	30	31	For this reason , particular parts of an object such as the headlights or tires of a car still have consistent appearances and relative positions .	Le flou d' éléments urbains tels que les signaux lumineux ou les voitures contraste avec ses portraits d' alors , plus sobres .
1	31	32	All this turns the Lightwood family into a laughing stock in the Shadow World and their prestige is only brought back by his well-behaved sons .	Héros du dessin animé , c' est une petite boule rose qui doit sauver Cappyville , petite ville de la planète Popstar et accessoirement retourner chez lui .
1	32	33	It needed to have matters formally referred to it by the Minister for Public Transport before it could commence that work .	Rien n' avait cependant été précisé pour la filière française du groupe , dont il a appris son départ avant l' officialisation .
1	33	34	In 1836 , he was appointed judge in the Court of Vice-Admiralty for the Quebec district , serving as its president for 37 years .	En 1733 il est nommé à l' inspection des Bâtiments du roi du château de Marly et dépendances en succession de son père qui y avait servi dans cette fonction pendant 50 ans .
1	34	35	He is known to lead successful IPOs while generating returns for investors .	Elle enseigne au joueur des techniques de conduite et permet par la même occasion au joueur de s' entrainer , dans le but d' obtenir des récompenses en cas de bonne reproduction .
1	35	36	In one of the play 's central lines , Elizabeth says to the actor , " if you will teach me how to be a woman , I will teach you how to be a man . "	Dans son ouvrage Le Roman expérimental , Zola écrit : " Si j' applaudis Victor Hugo comme poète , je le discute comme penseur , comme éducateur .
1	36	37	To allow protection from the inherent risks of fighting fires , firefighters wear and carry protective and self-rescue equipment at all times .	Cette protection passe par la formation aux risques liés au plomb et par l' utilisation systématique d' équipements de protection collective et individuelle .
1	37	38	Borrowing Authority will be authorised to look into the performance of individuals with respect to the task so assigned to them .	Le compte de conscience permet au supérieur de diriger de manière appropriée cette personne dans le choix des missions qui lui sont confiées .
1	38	39	Green Arrow 's words also imply that they have done this on other occasions when their secret identities were threatened by magic or other means .	Les carrés magiques d' Agrippa continuent à être utilisés lors de cérémonies magiques modernes selon ce qu' il a prescrit , .
1	39	40	Meera gets visions about how Vivaan was responsible for Paromita 's death and decides to expose him in front of the world for causing an innocent 's death and for hiding it .	Noel se sent responsable de l' imminente destruction du monde , et sa culpabilité le pousse à fuir la société et à se cacher .
1	40	41	For more information on main flags see article : Flag of Croatia This is a list of flags which have been , or are still today , used in Croatia or by Croats .	Quant au croisillon nord , les formerets y font défaut , mais l' on y voit le bandeau torique qui est également présent dans les croisillons et les bas-côtés .
1	41	42	Due to issues with attendance , a 2014 tour was not set up , and it is unclear whether the tour will be back again in 2015 and as of March 2016 nothing yet has been announced .	À la rentrée 2015 , il participe à la chronique " Les Experts d' Europe 1 " , mais ne figure plus à l' antenne depuis mars 2016 , alors qu' il est toujours crédité sur le site de la radio .
1	42	43	His goal was to increase Guatemala 's economic and political independence , and he believed that to do this Guatemala needed to build a strong domestic economy .	Il partage les vues conservatrices et nationalistes des partisans d' Adams et veut utiliser les ressources nationales pour construire une économie forte .
1	43	44	Like traditional American skyscraper design , articulated setbacks are used to separate and taper the vertical shaft of the main body as it rises , similar to the Empire State Building .	À la différence d' autres bâtiments les gratte-ciel Art déco ont des formes souvent effilés avec des parties en retraits pour les étages supérieurs comme c' est le cas de l' Empire State Building .
1	44	45	The olive appears to come from the region of Persia and Mesopotamia , at least 6,000 years ago .	La première présence humaine continue , en Abitibi-Témiscamingue , s' est déroulée il y a de ça plus ou moins 6 000 ans .
1	45	46	Between 2002 and 2005 , the band released three studio albums with Walker to further growing popularity and critical acclaim .	Entre 1992 et 1995 la FÉÉCUM accepte trois hausses des droits de scolarité afin de démontrer sa bonne foi et sa volonté de collaborer avec l' administration .
1	46	47	Hellhounds have been said to be as black as coal and smell of burning brimstone .	Le noir animal fut utilisé de la même manière que le noir de fumée ou le charbon de bois comme colorant noir .
1	47	48	The Fraunhofer Institute for Systems and Innovation Research ( Fraunhofer ISI ) is part of the Fraunhofer Society for the promotion of Applied Research e.V. ( FhG ) , Europe 's largest application-oriented research organization .	Le nom officiel est Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V. ( de l' allemand : " Société Fraunhofer pour le soutien à la recherche appliquée " ) .
1	48	49	All live out their fantasies until Wolverine , who is inspired by the astral form of Jean Grey to fight , does so .	Après la destruction d' un soleil autour duquel gravitait une planète habitée , phœnix , qui a alors l' apparence de Jean Grey est jugé par les Shi' ar et condamné à mourir .
1	49	50	It was founded in 1994 by the Indian Express group , offering only a print course .	Il retrace la tournée en Argentine du groupe en 1994 , qui n' était auparavant illustrée que par un bootleg de piètre qualité .
1	50	51	This confers the efficiency of running native code , at the cost of startup time and increased memory use when the bytecode or AST is first compiled .	Cela tend à limiter - au niveau du système - sa vitesse effective de lecture , et à compliquer le démarrage direct à partir d' une mémoire NAND .
1	51	52	Stephen Whitfield writes that the lack of attention paid to identifying or finding Till is " strange " compared to the amount of published discourse about his father .	Exemples de proverbes L' histoire de la publication de l' ouvrage , généralement ignorée , est " étrange et embrouillée " , selon l' expression de Leslie Shepard ( en ) .
1	52	53	In season 2 episode 7 she takes down a man three times her size , after he insulted her father , before the man could get a hit on her .	Puis dans l' épisode 13 de la première saison , il reçoit deux griffures au visage après que le Grand Inquisiteur ait lancé son sabre laser sur lui , avant de faire face à Kanan lors de leur dernier affrontement .
1	53	54	A few hours after a storm event , the fabric can be " disturbed " in order to dislodge the fines , and allow clean water to flow through .	Mais quelques mètres avant de percuter le sol , ils " freinent " et se retrouvent saufs , juste pour se moquer du public .
1	54	55	In 2006 , Goro Mizutani group developed a non-scanning SHG microscope that significantly shortens the time required for observation of large samples .	En 2006 , le laboratoire de Zhuang a inventé le microscope STORM , un microscope à fluorescence en champ large à super résolution permettant de dépasser la limite de diffraction .
1	55	56	The fundamental theorem of projective geometry says that all the collineations of PG ( 2 , K ) are compositions of homographies and automorphic collineations .	Le théorème de la division euclidienne pour les entiers affirme qu' il existe un unique couple ( q , r ) d' entiers relatifs vérifiant ces deux propriétés .
1	56	57	Given that the Eastern Bloc countries and allies were at that time amongst the most competitive teams the tournament 's level was rather high .	Les clubs autrichiens qui participèrent à la Gauliga Marches de l' Est , figurèrent parmi les meilleures équipes de cette période troublées .
1	57	58	The war all started , he argues , because of the abduction of three courtesans and it is continued by profiteers for personal gain .	Celui-ci refuse d' abord , mais se laisse finalement convaincre après l' intervention de trois messagers et l' arrivée de nouveaux réfugiés qui supplient qu' on leur vienne en aide .
1	58	59	Following his retirement from active rallying , he has worked in the fields of business and politics .	Depuis qu' il s' est retiré de sa carrière de hockeyeur , il entre dans le domaine de la construction et de l' immobilier .
1	59	60	The DAIA accused him of trivializing the holocaust , and Congressman Eduardo Amadeo demanded his resignation ; Boudou later stated that this was a badly chosen metaphor .	Geagea a été accusé d' avoir ordonné ce meurtre ; Dory Chamoun , frère de la victime , a déclaré plus tard que les preuves contre lui n' était pas suffisantes .
1	60	61	Currently , they are not recognized as a separate breed by major registries and each breeder sets their own standards for size .	Ce n' est rien d' autre qu' une suite de bits attribuée à chaque registre , chaque registre se voyant attribuer une suite de bits différente .
1	61	62	In November 2015 , a US air strike killed ISIL 's leader in Libya , Abu Nabil al Anbari .	En novembre 2014 , Abou Nabil al-Anbari est envoyé en Libye afin de prendre la tête de la branche libyenne de l' État islamique .
1	62	63	Tasks that disclosure a failure and negative feedback are considered less important than tasks with an outcome of success or positive feedback .	Les études à résultats positifs sont plus vite publiées que celles avec un résultat non significatif ou négatif .
1	63	64	Some grinding stones are portable ; others are not and , in fact , may be part of a stone outcropping .	Les cadoles en pierres sèches n' ont ni une grande ancienneté ni une grande longévité : leurs pierres calcaires sont gélives et , qui plus est , ne bénéficient pas du liaisonnement d' un quelconque mortier .
1	64	65	One health-care issue is the problem that healthy people will go without insurance and then buy coverage only if they need it , such as after an accident or a diagnosis of serious illness .	Le secret médical n' est pas partageable entre le médecin traitant et le médecin d' une compagnie d' assurance , c' est-à-dire que le médecin traitant doit refuser de répondre à une compagnie d' assurance qui lui demanderait un diagnostic ou des renseignements médicaux , même en cas de décès .
1	65	66	The meeting between Hafez Al-Assad and Saddam Hussein occurred at an airbase in Al-Jafr in the eastern Jordanian desert .	Les massacres de Ghraneidj et d' al-Keshkeyyi ont eu lieu lors de la guerre civile syrienne dans le gouvernorat de Deir ez-Zor .
1	66	67	The Turks began converting to Islam after Muslim conquest of Transoxiana through the efforts of missionaries , Sufis , and merchants .	Des mosquées ont été construites en dehors de la péninsule d' Arabie au fur et à mesure du déplacement des musulmans , à travers les conquêtes , le commerce et les flux migratoires .
1	67	68	After seeing the interview , the two thought to themselves " You know what ?	Ils s' aperçoivent qu' ils ont eu tous deux l' idée d' écrire leur nom dans leur chapeau : " Alors ils se considérèrent " ..
1	68	69	For a compressible gas , the pressure and volume are inversely proportional , by Boyle 's law .	Dans un écoulement subsonique , la relation entre la vitesse , la pression et la masse volumique du fluide est caractérisée par le théorème de Bernoulli .
1	69	70	In 1962 the university had 1,500 students and two faculties of Arts and Sciences .	Le collège , avec les Arts et la Théologie , compte 1600 étudiants en 1605 et les deux facultés de Droit et Médecine : 400 .
1	70	71	With his eye on public opinion abroad , Hitler made a point of stressing that the remilitarization was not intended to threaten anyone else , but was instead only a defensive measure imposed on Germany by what he claimed were the menacing actions of France and the Soviet Union .	Par contre sa ténacité contre les réseaux d' influence en place n' avait rien de révolutionnaire : il n' entendait pas lutter contre les réseaux en général mais uniquement contre ceux qui lui semblaient menacer le cœur de son combat : l' identité blanche de la nation française et de l' Europe .
1	71	72	It now has the accession number 1999.31 and is on display in the Eiteljorg Suite of African and Oceanic Art .	Au no 293 , après la porte Dorée , se trouve l' ancien musée des Arts africains et océaniens .
1	72	73	She saved 11 men from the water , among them the commander of Riilahti , Captain Lieutenant Osmo Kivilinna , who later died of his injuries .	Parmi eux , outre trois lieutenants tués , figure le capitaine Dziewanowski qui succombe peu après à ses blessures .
1	73	74	He and his fellow officers were concerned about how their men would behave when finally called on to go over the top .	Lui ou un de ses subordonnés devait sceller les portes avec son cachet personnel , et il fallait ensuite vérifier à l' aube qu' elles étaient restées fermées .
1	74	75	This specimen came from a region with a continental climate where the proposed vegetation changes had not yet occurred .	Ces espèces ont peuplé la vallée à une époque reculée , mais avec les variations du climat elles avaient déjà disparu lorsque le paysage religieux de l' Égypte antique s' est structuré .
1	75	76	Kepler-62f and the other Kepler-62 exoplanets are being specially targeted as part of the Search for Extraterrestrial Intelligence ( SETI ) search programs .	Leonov et le reste de l' équipage du T-62A sont tués alors qu' ils tentent de quitter le char immobilisé .
1	76	77	The exact date on which the title was lost is unknown , which means the title reign lasted between 1 and 13 days .	La date de disparition du titre est non précisée , un numéro 90 existe .
1	77	78	The competition never happened , and the studio continued the development of the game until they froze it temporarily to work on another game that was easier to finish at the time , They Breathe It became the studio 's first finished game .	Le programme ne fonctionnera cependant jamais avec ces derniers et le développement reste bloqué jusqu' à l' arrivée des premiers terminaux à écran , pour lesquels il décide finalement de concevoir le jeu .
1	78	79	The product meets many MIL-SPEC requirements , but is also available on the commercial civilian market .	De nombreux logiciels sont présents dans la sphère des logiciels commerciaux , mais il en existe aussi dans celle des logiciels libres .
1	79	80	In 1969 , due to continuing accusations of racism , Music Music Music , a spin-off series in which the minstrels appeared without their blackface make-up , replaced The Black and White Minstrel Show .	À partir de 1862 , face aux nombreuses tentatives de contrefaçon dues à la diffusion des techniques de gravure essentiellement par clichage photographique , l' Institut d' émission remplace l' encre noire par une teinte bleu céleste , cette couleur n' étant pas reproduisible par les émulsions .
1	80	81	The governor offered him amnesty but the House of Burgesses refused ; insisting that Bacon must acknowledge his mistakes .	Cet office fut contesté plus tard à Simon : la comtesse de Champagne ne consentit à le reconnaître que forcée par de graves nécessités .
1	81	82	In addition , some students lacked a sufficient secondary education that would allow them to succeed in college .	En outre , très peu d' entre elles ont accès à une éducation universitaire qui leur permettrait d' être auteurs de travaux scientifiques , .
1	82	83	It was toll road but now you can run this road no charge from January 2004 .	La caverne avait été découverte par un habitant en 1991 , mais il n' a pu se rappeler le chemin qui y menait avant janvier 2008 .
1	83	84	They state that due to their work : Every year over 2,500 nests are protected against human threats , predation and sea inundation .	Elle estime que sur les 3000 accouchements qu' elle a réalisés , près de 2500 nouveau-nés n' ont pas survécu , victimes de la faim , du froid ou de la noyade .
1	84	85	The 28-year sub-cycle will break at a century year which is not divisible by 400 ( e.g. it broke at the year 1900 but not at the year 2000 ) .	Ainsi , l' année 2000 serait représentée par 00 et ne suivrait pas 1999 ( 99 ) dans une séquence numérique .
1	85	86	Sixteen of these countries are specifically Commonwealth realms who recognise , individually , the same person as their Monarch and Head of State ; Tuvalu is one of these .	Les Salomon étant l' un des seize royaumes du Commonwealth , le chef d' État est un monarque , le roi ou la reine des Salomon .
1	86	87	Came Home got his name after a series of failed attempts in the sales ring ; thus , he was always coming home .	L' année suivante , il est réédité en un volume unique dans un format bon marché : c' est alors un succès de librairie , qui n' a jamais cessé d' être réédité depuis .
1	87	88	From February to April 2008 , he presided over the trial of the police officers in the Sean Bell shooting incident .	Au mois d' avril 2008 , The Game a écrit un morceau en réponse à la sentence qui a été prononcée contre les assassins de Sean Bell .
1	88	89	Leonard Nimoy discussed the origin of the Vulcan salute in his autobiography I Am Spock .	Selon Leonard Nimoy , son travail est à la base de la culture des Vulcains notamment en inventant le personnage de Sorak , le père de Spock .
1	89	90	She also blamed incompetent management for infrastructural dilapidation of Mogadishu 's then two five-star hotels , establishments which had originally been built with public funds .	Mais aussi au traitement inapproprié des déchets urbains dans les sept installations de production de combustible dérivé des déchets , initialement construits et gérés par des sociétés du Groupe Impregilo .
1	90	91	The operating principle was the same as that used in the Model 07 / 12 Schwarzlose machine gun used by Austria-Hungary during the First World War .	Le Skoda 100 mm modèle 1916 était un obusier de montagne utilisé par l' Autriche-Hongrie pendant la Première Guerre mondiale .
1	91	92	The Fourth Congress , held in November 1922 , at which Trotsky played a prominent role , continued in this vein .	La campagne électorale en vue des élections législatives du 14 août 1914 , dans laquelle Pašić est un acteur engagé , est marquée par cette confrontation .
1	92	93	After staying at number two for another week , the song began to leave the chart , spending nine more weeks in the top 50 .	Après une absence d' une semaine , la chanson est de retour dans le classement pour 20 autres semaines en prenant la 25e position .
1	93	94	On April 17 , 2014 , Birnbaum co-authored an opinion editorial in The New York Times with Jacqueline Savitz titled " The Deepwater Horizon Threat . "	Le 23 janvier 2013 il dépose avec son collègue PS Dominique Raimbourg , un rapport d' information intitulé " Sur les moyens de lutte contre la surpopulation carcérale " .
1	94	95	For example , some people have more money than others , so they can pay to have their opinion put across better ( i.e. more advertising ) than the working class can .	Certains auteurs considèrent que l' école enseigne plus aux élèves des contenus de cours qu' à raisonner correctement , alors qu' elle devrait faire le contraire ( ce qui expliquerait par exemple la prolifération actuelle des pseudo-sciences ) .
1	95	96	Grim is miserable in the first days of his servitude , and even fantasizes about killing them multiple times .	Les mécanismes de thermorégulation des poussins sont loin d' être parfaits durant leurs tout premiers jours et donc , quand il fait chaud , ils profitent de l' ombre offerte par leurs parents , parfois en marchant entre leurs pattes .
1	96	97	It was released in Japan during 2009 for the Sony PlayStation Portable and was released by XSEED Games in North America on August 17 , 2010 , in Europe on November 3 , 2010 and in Australia on February 20 , 2013 .	Il a confirmé son rôle dans le téléfilm Shake It Up Destination Japon diffusé le 17 août 2012 aux États-Unis et 20 novembre 2012 en France .
1	97	98	They must now find a way to undo what has been done , to save themselves from the power that will overwhelm them - and destroy the world .	Il est possible de leur faire ce jour des offrandes afin qu' ils usent ensemble de leurs pouvoirs pour sauver les parents décédés , ou prolonger leur vie s' ils sont encore de ce monde .
1	98	99	The huge gain was due to his holding company , SM Investments , which has interests in BDO , inter alia .	La plus grande partie de sa fortune est placée dans une société d' investissement MSD Capital , qui a investi notamment dans le secteur bancaire .
1	99	100	Gordon Keith , the owner and producer at Steeltown Records in Gary , Indiana , discovered the Jackson Five and signed them to their first contract in November 1967 .	Coécrite par Keith Forsey et Steve Schiff , guitariste et auteur-compositeur du Nina Hagen Band , elle s' est classée 1re au Billboard américain en mai 1985 .
1	100	101	At the east end of the south aisle is the tomb chest for Sir George Colt , who died in 1570 .	À l' extérieur du mur sud de la nef se trouve la tombe de John Locke , mort en 1704 .
1	101	102	The period following the election of Scotland 's only socialist MSP saw sustained growth for the SSP .	La suite de la guerre voit l' affaiblissement de la CNT face à la mainmise progressive du parti communiste sur la République .
1	102	103	To reduce vibration , all helicopters have rotor adjustments for height and weight .	En vol , le régime du compresseur Tous les compresseurs ont un taux de compression lié à la vitesse de rotation et au nombre d' étages .
1	103	104	Between 1908 and 1910 the station was rebuilt to extend the platforms and create two loops to ensure trains stopping at the station did not block the line for express and freight trains .	Entre 1907 et 1908 , pour supprimer plusieurs passages à niveau ainsi qu' un obstacle sur la Dendre canalisée , les voies de la gare furent surélevées sans interrompre un seul jour le trafic des trains et des bateaux .
1	104	105	An estimated 4,500 trucks a day pass through the main road of the settlement daily en route to the dump and recycling facilities , raising concerns over safety , particularly for children .	Quatre jours après avoir installé le camp de base , ils atteignent une altitude de 6 400 mètres sur la voie normale du Broad Peak , où ils déposent du matériel et de la nourriture et ils rentrent au camp de base pour se reposer .
1	105	106	To materialists , matter is primary , and mind or spirit or ideas are secondary , the product of matter acting upon matter .	( Du point de vue moderne , l' âme est plutôt l' esprit , la pensée ou la conscience , ou quelque chose d' intérieur qui peut se distinguer de la vie animale .
1	106	107	Lane Frost said he didn 't want to draw him if he would be in a slot that could keep him from winning the World Champion title again , but otherwise he would have loved to draw him .	Ferguson déclare en fin de saison qu' il restera à United aussi longtemps que sa santé lui permettra , et qu' il espère bien encore remporter un nouveau titre de champion , qui permettrait à son club de dépasser le record de Liverpool .
1	107	108	The company was founded in 1941 and grew slowly through the years before being purchased in 1987 by Hunter Environmental Services .	Fondée en 1949 , elle débuta une activité régulière à partir de 1950 et fut achetée par CP Air en 1984 .
1	108	109	The square is dominated by the former Free Port Railway Station which was dismantled in 2002 and rebuilt in 2005 to serve as a café pavilion near its original location .	La maison du garde-barrière attenante à l' ancien passage à niveau a été conservée comme dépendance de la gare après la fermeture du passage à niveau en 1950 avant d' être utilisée comme restaurant .
1	109	110	In certain styles , Pinan Shodan and Pinan Nidan are inverted - what certain styles call Pinan Shodan is what others call Heian Nidan , and vice versa .	Ils correspondent à une évolution plus moderne des Heian enseignés en Shito-ryu : les niveaux correspondent un pour un sauf pour Pinan Shodan qui correspond à Heian Nidan et inversement .
1	110	111	There are some Italian-language schools in the region of Istria : primary schools in Buje / Buie , Umag / Umago , Novigrad / Cittanova d 'Istria , Poreč / Parenzo , and secondary schools in Pula / Pola and Rovinj / Rovigno .	Il est langue officielle en Slovénie dans certaines villes , notamment Capodistria / Koper , et en Croatie en Istrie , en particulier dans les villes de Parenzo / Poreč , Pola / Pula , Umago / Umag et Rovigno / Rovinj .
1	111	112	Reaching the final , he again faced Wu , this time exacting revenge to come out on top in three sets , 3-6 6-1 7-6 ( 4 ) , and claim the title .	Ensuite , en demi-finale , elle fait face à la tenante du titre Kim Clijsters 14e mondiale , qu' elle bat en trois manches en imposant bien son jeu ( 6-4 , 1-6 , 6-3 ) et se qualifiant pour sa première finale dans un Grand Chelem , .
1	112	113	Furthermore , " gender " appears about twice as frequently in American history abstracts compared to abstracts covering the rest of the world .	L' expression " art informel " caractérise donc finalement les pratiques picturales abstraites de l' après-guerre en Europe qui font pendant à l' expressionnisme abstrait américain .
1	113	114	According to the moment tensor solution , the earthquake occurred on a thrust fault that dips 6 ° to the north , and strikes approximately east-west .	Bien que cet assaut soit peu documenté , il semble que le 1 / 1 tirailleurs se dirigea vers le nord du village et le 2 / 1 tirailleurs vers le sud .
1	114	115	As is true for nearly all liquors produced for human consumption , singani comes off the still at a higher proof than it is bottled .	Bien que la pratique de vente de produit piraté soit considérée comme inacceptable pour la plupart des Sceners , Brian se trouve à son corps défendant de plus en plus tenté par cette perspective .
1	115	116	These two tracks were replaced with " Back Talk " and " Troubled Child . "	Les notions d ' " enfant arriéré " et " enfant dévoyé " sont remplacés respectivement par " enfant déficient " et " enfant inadapté " .
1	116	117	She held those positions until 23 July 2016 when she was promoted to Shadow Minister for Small Business and Financial Services .	Elle garde cette fonction jusqu' au remaniement ministériel du 11 octobre 2017 où elle se voit confier le poste de whip en chef du gouvernement .
1	117	118	In September 2014 , he was selected for the Zimbabwe A that toured Bangladesh , playing in two first-class and three one-day games .	En juillet 2011 , il participe avec l' équipe réserve de l' Australie à une tournée au Zimbabwe et réalise deux nouveaux centuries en deux rencontres first-class .
1	118	119	Lastly , Childhelp provides long and short-term foster care in California and Tennessee .	Pour les enfants présentant des difficultés d' apprentissage , la mise en place d' une prise en charge précoce et classique en orthophonie et en ergothérapie peut aider .
1	119	120	Moore explains that it was founded by inhabitants of Thermometer Island .	Selon Strabon , la cité fut fondée par des Grecs originaires de la région des Thermopyles , à leur retour de la guerre de Troie .
1	120	121	At the same time , the mortality rate increased slightly from 8.9 per 1,000 inhabitants in 1981 to 9.6 per 1,000 inhabitants in 2003 .	Le taux de mortalité est quant à lui passé de 11,8 ‰ sur la période 1968-1975 à 9,1 ‰ sur la période 1999-2009 .
1	121	122	They called for a state convention on September 17 in Columbia to nominate a statewide ticket .	Un décret de la Convention du 28 avril 1794 ordonna que son nom fût inscrit sur une colonne de marbre au Panthéon .
